Spell Name;Description 1;Description 2;Description 3;Description 4;Description 5;Description 6;Description 7;Description 8;Description 9;Description 10;Description 11;Description 12;Extra;Mana Drain;WAR;CLR;PAL;RNG;SHD;DRU;MNK;BRD;ROG;SHM;NEC;WIZ;MAG;ENC;BST;Casting Time;Fizzle Time;Recovery Time;Indoor/Outdoor;Time;Location;Skill;Duration;Dur Formula;AoE Duration;Pos/Neg;Category;Attrib 1;Min 1;Max 1;Calc 1;Attrib 2;Min 2;Max 2;Calc 2;Attrib 3;Min 3;Max 3;Calc 3;Attrib 4;Min 4;Max 4;Calc 4;Attrib 5;Min 5;Max 5;Calc 5;Attrib 6;Min 6;Max 6;Calc 6;Attrib 7;Min 7;Max 7;Calc 7;Attrib 8;Min 8;Max 8;Calc 8;Attrib 9;Min 9;Max 9;Calc 9;Attrib 10;Min 10;Max 10;Calc 10;Attrib 11;Min 11;Max 11;Calc 11;Attrib 12;Min 12;Max 12;Calc 12;Reagent 1;Quantity 1;Reageant 2;Quantity 2;Reageant 3;Quantity 3;Reageant 4;Quantity 4;Focus 1;Focus 2;Resistance;Target;Resist Adj;Gem;Range;AoE Range;Back Range;Up Range;Spell ID;You Cast;Someone Casts;Cast on You;Cast on Someone;Spell Fades;
Insight;Increase Wisdom from 10 (L39) to 14 (L52);;Increase Intelligence from 5 (L39) to 8 (L60);;;;;;;;;;;125;61;61;61;61;61;61;61;61;61;61;61;61;61;39;61;4.25;2.25;0.0;;;None;Alteration;400;3;0;0;Attributes;Wisdom;1;14;min + level /  4;;0;0;;Intelligence;1;12;min + level /  8;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;5;2120;100;0;0;0;175;;;Your mind fills with wisdom.; looks wise.;Your wisdom fades.;
Berserker Spirit;Increase Strength by 40 (L49);Increase Absorb Damage by 200 (L49);Decrease Agility by 20 (L49);;;;;;;;;;;150;61;61;61;61;61;61;61;61;61;61;61;61;61;49;61;3.0;2.25;12.0;;;None;Alteration;50;7;0;0;Attributes;Strength;40;40;;Absorb Damage;200;250;;Agility;-20;20;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2124;100;0;0;0;176;;;Your spirit screams with berserker strength.; lets loose a berserk yell.;The berserker spirit fades.;
Color Shift;Stuns target for 6.0 (L20) seconds;;;;;;;;;;;;;40;61;61;61;61;61;61;61;61;61;61;61;61;61;20;61;1.50;2.25;12.0;;;None;Divination;0;0;0;0;Mem Blur;Stuns;6000;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Point Blank AoE;25;2026;0;25;0;0;177;;;Scintillating colors pound through your brain.; is stunned by scintillating colors.;The pretty colors fade.;
Color Skew;Stuns target for 8.0 (L44) seconds;;;;;;;;;;;;;60;61;61;61;61;61;61;61;61;61;61;61;61;61;44;61;2.0;2.25;12.0;;;None;Divination;0;0;0;0;Mem Blur;Stuns;8000;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Point Blank AoE;5;2026;0;30;0;0;178;;;Scintillating colors pound through your brain.; is stunned by scintillating colors.;The pretty colors fade.;
Feckless Might;Decrease Strength from 26 (L20) to 30 (L28);;;;;;;;;;;;;45;61;61;61;61;61;61;61;61;61;61;61;61;61;20;61;2.50;2.25;0.0;;;None;Alteration;0;7;0;0;Lifeforce;Strength;-16;30;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2125;200;0;0;0;179;;;You feel weak.; is weakened.;Your strength returns.;
Insipid Weakness;Decrease Strength from 35 (L34) to 51 (L50);;;;;;;;;;;;;80;61;61;61;61;61;61;61;61;61;61;61;61;61;34;61;3.0;2.25;0.0;;;None;Alteration;0;2;0;0;Lifeforce;Strength;-1;51;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2125;200;0;0;0;180;;;You feel weak.; is weakened.;Your strength returns.;
Weakness;Decrease Strength from 59 (L44) to 65 (L50);;;;;;;;;;;;;120;61;61;61;61;61;61;61;61;61;61;61;61;61;44;61;3.50;2.25;0.0;;;None;Alteration;0;2;0;0;Lifeforce;Strength;-15;65;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;5;2125;200;0;0;0;181;;;You feel weak.; is weakened.;Your strength returns.;
Beguile;Attempting to charm (4);;;;;;;;;;;;;120;61;61;61;61;61;61;61;61;61;61;61;61;61;24;61;3.50;2.25;0.0;;;None;Alteration;0;10;0;0;Calm;Charm;4;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;5;2059;200;0;0;0;182;;;You have been charmed.;;You are no longer charmed.;
Cajoling Whispers;Attempting to charm (9);;;;;;;;;;;;;195;61;61;61;61;61;61;61;61;61;61;61;61;61;39;61;5.50;2.25;0.0;;;None;Alteration;0;10;0;0;Calm;Charm;9;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;15;2059;200;0;0;0;183;;;You have been charmed.;;You are no longer charmed.;
Allure;Attempting to charm (16);;;;;;;;;;;;;245;61;61;61;61;61;61;61;61;61;61;61;61;61;49;61;6.0;2.25;0.0;;;None;Alteration;0;10;0;0;Calm;Charm;16;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2059;200;0;0;0;184;;;You have been charmed.;;You are no longer charmed.;
Tepid Deeds;;Decrease Attack Speed for between 32% (L24) to 50% (L60);;;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;61;24;61;3.50;2.25;0.0;;;None;Alteration;0;6;0;0;Bugs/Misc;Charisma;0;0;;Attack Speed;80;0;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2054;250;0;0;0;185;;;You slow down.; slows down.;Your speed returns.;
Shiftless Deeds;;Decrease Attack Speed for between 49% (L44) to 65% (L60);;;;;;;;;;;;200;61;61;61;61;61;61;61;61;61;61;61;61;61;44;61;6.0;2.25;0.0;;;None;Alteration;0;6;0;0;Bugs/Misc;Charisma;0;0;;Attack Speed;95;0;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;5;2054;250;0;0;0;186;;;You slow down.; slows down.;Your speed returns.;
Enthrall;Stun;Wipe Hate List;;;;;;;;;;;;50;61;61;61;61;61;61;61;61;61;61;61;61;61;16;61;2.50;2.25;2.50;;;None;Conjuration;8;8;0;0;Calm;Stun;1;0;;Wipe Hate List;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2059;200;0;0;0;187;;;You have been enthralled.; has been enthralled.;You are no longer enthralled.;
Entrance;Stun;Wipe Hate List;;;;;;;;;;;;85;61;61;61;61;61;61;61;61;61;61;61;61;61;34;61;2.50;2.25;3.75;;;None;Conjuration;12;9;0;0;Calm;Stun;1;0;;Wipe Hate List;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2059;200;0;0;0;188;;;You have been entranced.; has been entranced.;You are no longer entranced.;
Flame Flux;Decrease Hit Points (HP) from 91 (L24) to 96 (L29);;;;;;;;;;;;;123;61;61;61;61;61;61;61;61;61;61;61;61;24;61;61;3.50;2.50;6.0;;;None;Evocation;0;0;0;0;Flame Attack;Hit Points (HP);-67;96;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Point Blank AoE;25;2019;0;20;0;0;189;;;Flames race across your body.; is covered in flames.;;
Dazzle;Stun;Wipe Hate List;;;;;;;;;;;;125;61;61;61;61;61;61;61;61;61;61;61;61;61;49;61;2.50;2.25;5.0;;;None;Conjuration;16;10;0;0;Calm;Stun;1;0;;Wipe Hate List;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2059;200;0;0;0;190;;;You are mesmerized.; has been mesmerized.;You are no longer mesmerized.;
Feedback;Damage Shield by 11 (L29);;;;;;;;;;;;;75;61;61;61;61;61;61;61;61;61;61;61;61;61;29;61;4.0;2.25;6.0;;;None;Abjuration;0;2;0;0;Fire Attack;Damage Shield;-4;11;min + level /  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;25;2052;100;0;0;0;191;;;You are enveloped in blazing energy.; is enveloped in blazing energy.;The energy flames die down.;
Mind Wipe;Wipe Hate List;;;;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;61;39;61;4.50;2.25;12.0;;;None;Alteration;0;0;0;0;Mem Blur;Wipe Hate List;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Target Based AoE;15;2037;200;60;0;0;192;;;You feel your mind fog.; blinks a few times.;;
Blanket of Forgetfulness;Wipe Hate List;Wipe Hate List;;;;;;;;;;;;175;61;61;61;61;61;61;61;61;61;61;61;61;61;49;61;4.0;2.25;12.0;;;None;Alteration;0;0;0;0;Mem Blur;Wipe Hate List;1;0;;Wipe Hate List;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Target Based AoE;0;2037;200;60;0;0;193;;;You feel your mind fog.; blinks a few times.;;
Reoccurring Amnesia;Wipe Hate List;;;;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;61;49;61;3.0;2.25;24.0;;;None;Alteration;4;7;0;0;Mem Blur;Wipe Hate List;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2059;200;0;0;0;194;;;You feel your mind fog.; blinks a few times.;;
Gasping Embrace;Decrease Current Hitpoints by 50 (L49);Decrease Strength from 29 (L49) to 30 (L50);Decrease Agility from 29 (L49) to 30 (L50);DoT for 660 Hit Points (HP) in 20 ticks;;;;;;;;;;200;61;61;61;61;61;61;61;61;61;61;61;61;61;49;61;6.10;2.50;0.0;;;None;Alteration;20;1;0;0;Choking;Current Hitpoints;-50;0;;Strength;-5;30;min + level /  2;Agility;-5;30;min + level /  2;Hit Points (HP);-33;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2119;200;0;0;0;195;;;You feel a shortness of breath.; begins to choke.;You can breathe again.;
Dominate Undead;Attempting to charm (1);;;;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;20;61;61;61;61;5.0;2.25;10.0;;;None;Alteration;0;10;0;0;Calm;Charm;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Undead;25;2059;200;0;0;0;196;;;; moans.;;
Beguile Undead;Attempting to charm (9);;;;;;;;;;;;;170;61;61;61;61;61;61;61;61;61;61;34;61;61;61;61;6.0;2.25;12.0;;;None;Alteration;0;10;0;0;Calm;Charm;9;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Undead;25;2059;200;0;0;0;197;;;; moans.;;
Cajole Undead;Attempting to charm (16);;;;;;;;;;;;;245;61;61;61;61;61;61;61;61;61;61;49;61;61;61;61;9.0;2.25;20.0;;;None;Alteration;0;10;0;0;Calm;Charm;16;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Undead;0;2059;200;0;0;0;198;;;; moans.;;
Harmshield;Decrease Current Hitpoints by 20 (L20);Divine Aura;;;;;;;;;;;;85;61;61;61;61;61;61;61;61;61;61;20;61;61;61;61;1.0;2.50;600.0;;;None;Abjuration;3;1;0;0;Buffing;Current Hitpoints;-20;0;;Divine Aura;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2045;0;0;0;0;199;;;You no longer feel pain.;;Your invulnerability fades.;
Minor Healing;Increase Hit Points (HP) by 10 (L1);;;;;;;;;;;;;10;61;1;9;9;61;1;61;61;61;1;61;61;61;61;9;1.0;2.50;0.0;;;None;Alteration;0;0;0;0;Healing;Hit Points (HP);10;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2051;100;0;0;0;200;;;You feel a little better.; feels a little better.;;
Flash of Light;Blinds;Decrease Attack (ATK) by 5 (L1);;;;;;;;;;;;12;61;1;9;61;61;61;61;61;61;1;61;61;61;61;9;1.50;2.25;3.0;;;None;Divination;2;5;0;0;Blinding;Blinds;-1;0;;Attack (ATK);-5;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2115;200;0;0;0;201;;;You are blinded by a flash of light.; is blinded by a flash of light.;Your sight returns.;
Courage;Increase Armor Class (AC) from 3 (L1) to 5 (L10);Increase Total Hit Points from 11 (L1) to 20 (L10);Increase Current Hitpoints by 10 (L1);;;;;;;;;;;12;61;1;9;61;61;61;61;61;61;61;61;61;61;61;61;2.0;2.50;3.0;;;None;Abjuration;270;11;0;0;Buffing;Armor Class (AC);10;15;min + level /  2;Total Hit Points;10;20;min + level;Current Hitpoints;10;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2056;100;0;0;0;202;;;You feel a rush of courage.; looks courageous.;You feel less courageous.;
Cure Poison;Removing 1 Poison counters;;;;;;;;;;;;;20;61;1;9;15;61;5;61;61;61;5;61;61;61;61;15;2.0;2.25;3.0;;;None;Alteration;0;0;0;0;Healing;Poison;-1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2051;100;0;0;0;203;;;;;;
Shock of Poison;Decrease Hit Points (HP) from 146 (L24) to 160 (L29);;;;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;24;61;61;61;61;3.50;2.50;0.0;;;None;Conjuration;0;0;0;0;Combustion;Hit Points (HP);-74;160;min + level *  3;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;25;2049;200;0;0;0;204;;;You feel your skin burn as poison seeps through your skin.; screams in agony.;;
True North;True North;;;;;;;;;;;;;5;61;1;9;61;61;61;61;61;61;1;4;1;1;1;61;2.0;2.25;4.0;;;None;Divination;0;0;0;0;Sense;True North;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2104;0;0;0;0;205;;;You spin to face north.;;;
Firework3;Decrease Stamina Loss by 1 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;2.50;0.0;0.0;;;None;Instantaneous;0;0;0;0;Firework 3;Stamina Loss;-1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Projectile Aim;0;2052;300;0;0;0;206;;;You light a firework.; lights a firework.;;
Divine Aura;Divine Aura;;;;;;;;;;;;;10;61;1;55;61;61;61;61;61;61;61;61;61;61;61;61;1.0;2.25;900.0;;;None;Abjuration;3;3;0;0;Buffing;Divine Aura;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2045;0;0;0;0;207;;;The gods have rendered you invulnerable.;;Your invulnerability fades.;
Lull;Change Frenzy Radius to 15 feet;Change Reaction Radius to 15 feet;;;;;;;;;;;;10;61;1;15;61;61;61;61;61;61;61;61;61;61;1;61;1.50;2.25;3.0;;;None;Alteration;20;9;0;0;Calm;Frenzy Radius;15;0;;Reaction Radius;15;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2059;200;0;0;0;208;;;You feel less aggressive.; looks less aggressive.;;
Spook the Dead;Fear;;;;;;;;;;;;;10;61;1;9;61;22;61;61;61;61;61;12;61;61;61;61;2.0;2.25;4.0;;;None;Alteration;3;2;0;0;Fear;Fear;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Undead;25;2116;200;0;0;0;209;;;Your bones tingle.; has the fear of life put into them.;;
Yaulp;;Increase Armor Class (AC) by 6 (L1);Increase Strength by 10 (L1);Decrease Stamina Loss by 1 (L1);;;;;;;;;;5;61;1;9;61;61;61;61;61;61;61;61;61;61;61;61;0.50;2.25;18.0;;;None;Abjuration;3;8;0;0;Attributes;Charisma;0;0;;Armor Class (AC);20;0;;Strength;10;0;;Stamina Loss;-1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2113;0;0;0;0;210;;;You feel a surge of strength as you let forth a mighty yaulp.; lets loose a mighty yaulp.;Your surge of strength fades.;
Summon Drink;Summoning Globe of Water (Summoned);;;;;;;;;;;;;10;61;5;61;61;61;14;61;61;61;5;61;61;1;61;22;4.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;13079;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;211;;;;;;
Cure Blindness;Cures Blindness;;;;;;;;;;;;;20;61;5;61;61;61;61;61;61;61;9;61;61;61;61;61;2.0;2.25;3.0;;;None;Alteration;0;0;0;0;Healing;Blinds;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2051;100;0;0;0;212;;;;'s eyes sparkle.;;
Cure Disease;Removing 1 Disease counters;;;;;;;;;;;;;20;61;5;15;61;61;5;61;61;61;1;16;61;61;61;9;2.0;2.25;3.0;;;None;Alteration;0;0;0;0;Healing;Disease;-1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2051;100;0;0;0;213;;;;;;
Firework4;Decrease Stamina Loss by 1 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;2.50;0.0;0.0;;;None;Instantaneous;0;0;0;0;Firework 4;Stamina Loss;-1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Projectile Aim;0;2052;300;0;0;0;214;;;You light a firework.; lights a firework.;;
Reckless Strength;Increase Strength from 22 (L5) to 50 (L60);;;;;;;;;;;;;30;61;5;22;61;61;61;61;61;61;61;61;61;61;61;61;3.0;2.25;6.0;;;None;Alteration;30;3;0;0;Attributes;Strength;20;0;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2124;100;0;0;0;215;;;Your muscles erupt with reckless strength.;'s muscles bulge with reckless strength.;You feel your strength return.;
Stun;Stuns target for 4.0 (L5) seconds;;;;;;;;;;;;;35;61;5;30;61;61;61;61;61;61;61;61;61;61;61;61;1.50;2.25;12.0;;;None;Evocation;0;0;0;0;Stun;Stuns;4000;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2059;200;0;0;0;216;;;You are stunned.; is stunned.;You are no longer stunned.;
Combust;Decrease Hit Points (HP) from 171 (L29) to 182 (L33);;;;;;;;;;;;;110;61;61;61;61;61;29;61;61;61;61;61;61;61;61;61;3.50;2.50;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-84;182;min + level *  3;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;25;2052;200;0;0;0;217;;;You feel your skin combust.;'s skin combusts.;;
Ward Undead;Decrease Hit Points (HP) from 35 (L5) to 41 (L11);;;;;;;;;;;;;30;61;5;15;61;22;61;61;61;61;61;8;61;61;61;61;2.10;2.50;0.0;;;None;Evocation;0;0;0;0;Dead/Summon;Hit Points (HP);-30;41;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Undead;25;2119;200;0;0;0;218;;;;;;
Center;Increase Armor Class (AC) from 5 (L9) to 6 (L14);Increase Total Hit Points from 44 (L9) to 95 (L60);Increase Current Hitpoints from 44 (L9) to 95 (L60);;;;;;;;;;;40;61;9;22;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.50;8.0;;;None;Abjuration;270;3;0;0;Attributes;Armor Class (AC);13;20;min + level /  2;Total Hit Points;35;0;min + level;Current Hitpoints;35;0;min + level;;0;0;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2056;100;0;0;0;219;;;You feel magnanimous of spirit.; is surrounded by a divine aura.;Your sense of center fades.;
Spirit of Cheetah;;Increase Movement between 99% (L24) to 115% (L40);;;;;;;;;;;;20;61;61;61;61;61;24;61;61;61;24;61;61;61;61;61;0.50;2.25;600.0;Outdoor;;None;Alteration;8;1;0;0;Attributes;Charisma;0;0;;Movement;75;115;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2043;0;0;0;0;220;;;You feel the spirit of cheetah enter you.; is surrounded by a brief feline aura.;The spirit of cheetah fades.;
Sense the Dead;Sense Undead;;;;;;;;;;;;;5;61;9;15;61;9;61;61;61;61;61;1;61;61;61;61;2.0;2.25;0.0;;;None;Divination;0;0;0;0;Sense;Sense Undead;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2104;0;240;0;0;221;;;;;;
Invigor;Decrease Stamina Loss by 35 (L9);;;;;;;;;;;;;20;61;9;22;30;61;14;61;61;61;24;61;61;61;24;49;3.50;2.25;3.50;;;None;Alteration;0;5;0;0;Attributes;Stamina Loss;-35;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2054;100;0;0;0;222;;;Your body zings with energy.; looks energized.;;
Hammer of Wrath;Summoning Hammer of Wrath (Summoned);;;;;;;;;;;;;50;61;9;15;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.25;12.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;6307;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;223;;;A magical hammer appears in your hand.;;;
Endure Fire;Increase Fire Resist from 11 (L1) to 20 (L10);;;;;;;;;;;;;20;61;9;61;9;61;1;61;61;61;5;61;61;61;61;15;2.50;2.25;0.0;;;None;Abjuration;270;3;0;0;Buffing;Fire Resist;10;20;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2056;100;0;0;0;224;;;You feel protected from fire.; is protected from fire.;Your endure fire fades.;
Endure Cold;;;;;Increase Cold Resist from 11 (L1) to 20 (L10);;;;;;;;;20;61;14;61;22;15;9;61;61;61;1;4;61;61;61;9;2.50;2.25;0.0;;;None;Abjuration;270;3;0;0;Buffing;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Cold Resist;10;20;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2056;100;0;0;0;225;;;You feel protected from cold.; is protected from cold.;Your endure cold fades.;
Endure Disease;Increase Disease Resist from 19 (L9) to 20 (L10);;;;;;;;;;;;;20;61;14;39;61;30;19;61;61;61;9;12;61;61;61;61;2.50;2.25;0.0;;;None;Abjuration;270;3;0;0;Buffing;Disease Resist;10;20;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2056;100;0;0;0;226;;;You feel protected from disease.; is protected from disease.;Your endure disease fades.;
Endure Poison;;;;;Increase Poison Resist from 19 (L9) to 20 (L10);;;;;;;;;20;61;9;22;61;61;19;61;61;61;14;61;61;61;61;22;2.50;2.25;0.0;;;None;Abjuration;270;3;0;0;Buffing;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Poison Resist;10;20;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2056;100;0;0;0;227;;;You feel protected from poison.; is protected from poison.;Your endure poison fades.;
