'Test''Test1''Spell Name','Description 1','Description 2','Description 3','Description 4','Extra','Mana Drain','WAR','CLR','PAL','RNG','SHD','DRU','MNK','BRD','ROG','SHM','NEC','WIZ','MAG','ENC','Casting Time','Fizzle Time','Recovery Time','Indoor/Outdoor','Location','Skill','Duration','Dur Formula','AoE Duration','Pos/Neg','Category','Attrib 1','Min 1','Max 1','Calc 1','Attrib 2','Min 2','Max 2','Calc 2','Attrib 3','Min 3','Max 3','Calc 3','Attrib 4','Min 4','Max 4','Calc 4','Reagent 1','Quantity 1','Reageant 2','Quantity 2','Reageant 3','Quantity 3','Reageant 4','Quantity 4','Focus 1','Focus 2','Resistance','Target','Resist Adj','Gem','Range','AoE Range','Back Range','Up Range'
'Magi Circle','Stuns target for 6.0 (L1) seconds','Decrease Hit Points (HP) by 777 (L1)','Cancel Magic + 9 levels','Cancel Magic + 9 levels','','5','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Evocation','0','0','0.0','44','Bugs/Misc','Stuns','6000','0','','Hit Points (HP)','-777','0','','Cancel Magic','9','0','','Cancel Magic','9','0','','','1','','1','','1','','1','','','Magic','NPC','0','2197','300','35','6','0',
'Magi Curse','Spin Target','DoT for 1000 Hit Points (HP) in 10 ticks','Decrease Mana by 100 (L1)','Increase Stamina Loss by 100 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Alteration','10','1','0.0','44','Dizzying','Spin Target','1','0','','Hit Points (HP)','-100','0','','Mana','-100','0','','Stamina Loss','100','0','','','1','','1','','1','','1','','','None','All','0','2123','300','1200','6','0',
'Magi Strike','Decrease Hit Points (HP) by 777 (L1)','Decrease Stamina Loss by 200 (L1)','Cancel Magic + 9 levels','Cancel Magic + 9 levels','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Evocation','0','0','0.0','44','Stun','Hit Points (HP)','-777','0','','Stamina Loss','-200','0','','Cancel Magic','9','0','','Cancel Magic','9','0','','','1','','1','','1','','1','','','Fire','NPC','0','2030','300','10','6','0',
'Magi Bolt','Stuns target for 9.0 (L1) seconds','Decrease Hit Points (HP) by 777 (L1)','Decrease Mana by 200 (L1)','Cancel Magic + 9 levels','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Evocation','0','0','0.0','44','Stun','Stuns','9000','0','','Hit Points (HP)','-777','0','','Mana','-200','0','','Cancel Magic','9','0','','','1','','1','','1','','1','','','None','All','0','2059','400','0','6','0',
'Avatar Resist','Increase Fire Resist by 150 (L1)','Increase Cold Resist by 150 (L1)','Increase Poison Resist by 150 (L1)','Increase Disease Resist by 150 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Abjuration','0','50','0.0','42','Magic/Light','Fire Resist','150','0','','Cold Resist','150','0','','Poison Resist','150','0','','Disease Resist','150','0','','','1','','1','','1','','1','','','None','All','0','2111','0','0','0','0',
'Avatar Guard','Increase Absorb Damage by 1000 (L1)','Increase Hit Points (HP) by 200 (L1)','Increase Mana by 100 (L1)','Damage Shield by 50 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Abjuration','0','50','0.0','42','Freezing','Absorb Damage','1000','0','','Hit Points (HP)','200','0','','Mana','100','0','','Damage Shield','-50','0','','','1','','1','','1','','1','','','Cold','All','0','2106','100','0','0','0',
'Avatar Sight','See Invisible','Ultravision','Water Breathing','Increase Mana by 100 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Divination','0','50','0.0','43','Sense','See Invisible','1','0','','Ultravision','1','0','','Water Breathing','1','0','','Mana','100','0','','','1','','1','','1','','1','','','None','All','0','2104','0','0','0','0',
'Avatar Shield','Increase Total Hit Points by 2000 (L1)','Increase Armor Class (AC) by 225 (L1)','Increase Magic Resist by 150 (L1)','Increase Hit Points (HP) by 200 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Abjuration','0','50','0.0','42','Combustion','Total Hit Points','2000','0','','Armor Class (AC)','750','0','','Magic Resist','150','0','','Hit Points (HP)','200','0','','','1','','1','','1','','1','','','None','All','0','2045','250','0','0','0',
'Special Sight','See Invisible','Ultravision','Water Breathing','Increase Mana by 100 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Divination','0','50','0.0','43','Sense','See Invisible','1','0','','Ultravision','1','0','','Water Breathing','1','0','','Mana','100','0','','','1','','1','','1','','1','','','None','All','0','2104','0','0','0','0',
'Guide Alliance','Increase Faction by 2200 (L1)','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.25','0.0','0.0','','None','Alteration','270','3','0.0','43','Calm','Faction','2200','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2059','200','0','0','0',
'Sunset Home','Teleport to location 100,100 in Sunset Home','','','','cshome','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','2.0','2.25','0.0','','None','Alteration','0','0','0.0','43','Invisi/Gate','Teleport','100','0','','','100','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','0','2112','0','0','0','0',
'Guide Memory Blur','Wipe Hate List','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','0.0','','None','Alteration','0','0','0.0','42','Mem Blur','Wipe Hate List','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2059','200','0','0','0',
'Guide Bolt','Decrease Hit Points (HP) by 777 (L1)','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.25','0.0','0.0','','None','Evocation','0','0','0.0','44','Stun','Hit Points (HP)','-777','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2059','400','0','6','0',
'Guide Invulnerability','Divine Aura','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.25','0.0','0.0','','None','Abjuration','10','3','0.0','42','Buffing','Divine Aura','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','0','2045','0','0','0','0',
'Guide Health','Increase Mana by 20 (L1)','Decrease Stamina Loss by 20 (L1)','Water Breathing','Increase Hit Points (HP) by 20 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.25','0.0','0.0','','None','Abjuration','0','11','0.0','42','Combustion','Mana','20','0','','Stamina Loss','-20','0','','Water Breathing','1','0','','Hit Points (HP)','20','0','','','1','','1','','1','','1','','','None','Self','0','2045','0','0','0','0',
'Guide Vision','See Invisible','Ultravision','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.25','0.0','0.0','','None','Divination','0','11','0.0','43','Sense','See Invisible','1','0','','Ultravision','1','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','0','2104','0','60','0','0',
'Guide Journey','Increase Movement by 100% (L1)','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.25','0.0','0.0','Outdoor','None','Alteration','360','3','0.0','43','Attributes','Movement','100','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2043','0','0','0','0',
'Guide Cancel Magic','Cancel Magic + 9 levels','Cancel Magic + 9 levels','Removing 9 Poison counters','Removing 9 Disease counters','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.25','0.0','0.0','','None','Abjuration','0','0','0.0','42','Magic/Light','Cancel Magic','9','0','','Cancel Magic','9','0','','Poison','-9','0','','Disease','-9','0','','','1','','1','','1','','1','','','None','All','0','2122','200','0','0','0',
'ByeZBye','Levitate','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','2.50','0.0','0.0','','None','Alteration','0','10','0.0','43','Combustion','Levitate','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','0','2121','0','0','0','3',
'GuideActing','See Invisible','Increase Attack Speed by 20% (L1)','Water Breathing','Ultravision','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','2.50','0.0','','None','Abjuration','0','50','0.0','42','Buffing','See Invisible','1','0','','Attack Speed','120','0','','Water Breathing','1','0','','Ultravision','1','0','','','1','','1','','1','','1','','','None','All','0','2113','200','0','0','0',
'ActingGuard','','Increase Hit Points (HP) by 200 (L1)','Increase Mana by 100 (L1)','Damage Shield by 50 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Abjuration','0','50','0.0','42','Freezing','Charisma','0','0','','Hit Points (HP)','200','0','','Mana','100','0','','Damage Shield','50','0','','','1','','1','','1','','1','','','Cold','All','0','2106','100','0','0','0',
'ActingShield','Increase Total Hit Points by 2000 (L1)','Increase Armor Class (AC) by 225 (L1)','Increase Magic Resist by 150 (L1)','Increase Hit Points (HP) by 400 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.50','0.0','0.0','','None','Abjuration','0','50','0.0','42','Combustion','Total Hit Points','2000','0','','Armor Class (AC)','750','0','','Magic Resist','150','0','','Hit Points (HP)','400','0','','','1','','1','','1','','1','','','None','All','0','2045','250','0','0','0',
'ActingResist','Increase Fire Resist by 50 (L1)','Increase Cold Resist by 50 (L1)','Increase Disease Resist by 50 (L1)','Increase Magic Resist by 100 (L1)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','0.0','','None','Abjuration','0','50','0.0','42','Magic/Light','Fire Resist','50','0','','Cold Resist','50','0','','Disease Resist','50','0','','Magic Resist','100','0','','','1','','1','','1','','1','','','None','All','0','2111','0','0','0','0',
'ShapeChange50','Increase Hit Points (HP) by 288 (L1)','Increase Total Hit Points by 11500 (L1)','Increase Armor Class (AC) by 240 (L1)','Increase Mana from 4 (L1) to 181 (L60)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','2.50','0.0','','None','Abjuration','0','50','0.0','42','Buffing','Hit Points (HP)','288','0','','Total Hit Points','11500','0','','Armor Class (AC)','800','0','','Mana','1','0','min + level *  3','','1','','1','','1','','1','','','None','All','0','2113','200','0','0','0',
'ShapeChange45','Increase Hit Points (HP) by 144 (L1)','Increase Total Hit Points by 6500 (L1)','Increase Armor Class (AC) by 180 (L1)','Increase Mana from 3 (L1) to 121 (L60)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','2.50','0.0','','None','Abjuration','0','50','0.0','42','Buffing','Hit Points (HP)','144','0','','Total Hit Points','6500','0','','Armor Class (AC)','600','0','','Mana','1','0','min + level *  2','','1','','1','','1','','1','','','None','All','0','2113','200','0','0','0',
'ShapeChange40','Increase Hit Points (HP) by 72 (L1)','Increase Total Hit Points by 3750 (L1)','Increase Armor Class (AC) by 120 (L1)','Increase Mana from 2 (L1) to 61 (L60)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','2.50','0.0','','None','Abjuration','0','50','0.0','42','Buffing','Hit Points (HP)','72','0','','Total Hit Points','3750','0','','Armor Class (AC)','400','0','','Mana','1','0','min + level','','1','','1','','1','','1','','','None','All','0','2113','200','0','0','0',
'ShapeChange35','Increase Hit Points (HP) by 36 (L1)','Increase Total Hit Points by 1650 (L1)','Increase Armor Class (AC) by 75 (L1)','Increase Mana from 1 (L1) to 31 (L60)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','2.50','0.0','','None','Abjuration','0','50','0.0','42','Buffing','Hit Points (HP)','36','0','','Total Hit Points','1650','0','','Armor Class (AC)','250','0','','Mana','1','0','min + level /  2','','1','','1','','1','','1','','','None','All','0','2113','200','0','0','0',
'ShapeChange30','Increase Hit Points (HP) by 18 (L1)','Increase Total Hit Points by 750 (L1)','Increase Armor Class (AC) by 45 (L1)','Increase Mana from 1 (L1) to 31 (L60)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','2.50','0.0','','None','Abjuration','0','50','0.0','42','Buffing','Hit Points (HP)','18','0','','Total Hit Points','750','0','','Armor Class (AC)','150','0','','Mana','1','0','min + level /  2','','1','','1','','1','','1','','','None','All','0','2113','200','0','0','0',
'ShapeChange25','Increase Hit Points (HP) by 11 (L1)','Increase Total Hit Points by 430 (L1)','Increase Armor Class (AC) by 30 (L1)','Increase Mana from 1 (L1) to 31 (L60)','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','2.50','0.0','','None','Abjuration','0','50','0.0','42','Buffing','Hit Points (HP)','11','0','','Total Hit Points','430','0','','Armor Class (AC)','100','0','','Mana','1','0','min + level /  2','','1','','1','','1','','1','','','None','All','0','2113','200','0','0','0',
'Overthere','Teleport to location 2602,3395 in The Overthere','','','','overthere','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','0.0','','None','Alteration','0','0','0.0','43','Invisi/Gate','Teleport','2602','0','','','3395','0','','','-138','0','','','510','0','','','1','','1','','1','','1','','','None','Self','25','2112','0','0','0','0',
'AprilFoolsSpell','Increase Hit Points (HP) by 1 (L1)','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','0.0','','None','Instantaneous','0','0','0.0','44','-1','Hit Points (HP)','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2050','100','0','0','0',
'UltraDeathSpell3','Increase Hit Points (HP) by 1 (L1)','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','0.0','','None','Instantaneous','0','0','0.0','44','-1','Hit Points (HP)','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2050','100','0','0','0',
'UltraDeathSpell2','Increase Hit Points (HP) by 1 (L1)','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','0.0','','None','Instantaneous','0','0','0.0','44','-1','Hit Points (HP)','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2050','100','0','0','0',
'UltraDeathSpell','Increase Hit Points (HP) by 1 (L1)','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','0.0','','None','Instantaneous','0','0','0.0','44','-1','Hit Points (HP)','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2050','100','0','0','0',
'Spin the Bottle','Spin Target','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','1.0','0.0','0.0','','None','Instantaneous','2','1','0.0','43','Root','Spin Target','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','0','2054','0','0','0','0',
'EarthElementalStrike','','Root','Decrease Current Hitpoints from 11 (L1) to 70 (L60)','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','6.0','','None','Instantaneous','3','1','0.0','44','Root','Charisma','0','0','','Movement','-10000','0','','Current Hitpoints','-10','0','min + level','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2118','150','0','0','0',
